Admission_rate,Midpoint_of_SAT_scores_at_the_institution__math,In_state_tuition_and_fees,Out_of_state_tuition_and_fees,Average_faculty_salary,Average_cost_of_attendance__academic_year_institutions,Percentage_of_undergraduates_who_receive_a_Pell_Grant,Median_family_income,Control_of_institution,Completion_rate_for_first_time_full_time_target
8,3,42,25,-1,-1,-1,-1,1,0
-1,-1,5,24,45,-1,-1,32,2,0
39,1,83,81,63,-1,-1,89,1,1
69,-1,71,65,36,51,70,-1,0,0
-1,-1,-1,-1,25,-1,-1,81,1,0
42,-1,45,29,11,-1,-1,-1,1,0
-1,-1,17,12,66,19,33,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
5,54,99,99,98,98,4,-1,1,1
17,21,89,88,50,76,27,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,37,-1,-1,31,1,0
-1,-1,28,58,70,-1,-1,89,2,0
43,-1,83,80,55,69,70,-1,0,0
-1,-1,83,81,60,72,56,-1,1,0
57,-1,90,89,83,-1,21,-1,1,1
41,-1,-1,-1,15,-1,-1,-1,0,0
-1,-1,13,6,27,-1,45,-1,2,0
-1,-1,-1,-1,-1,-1,64,-1,0,0
-1,-1,5,0,-1,-1,-1,51,2,0
-1,-1,-1,-1,13,-1,-1,-1,2,0
40,-1,-1,-1,-1,-1,76,-1,2,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,14,-1,-1,33,2,0
51,-1,89,88,90,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,2,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,18,0,0
-1,-1,-1,-1,-1,-1,-1,31,0,0
-1,-1,-1,-1,-1,-1,45,-1,0,0
47,37,36,54,84,-1,-1,91,2,1
-1,-1,90,88,-1,-1,-1,-1,1,1
-1,-1,-1,-1,91,-1,-1,-1,1,0
45,-1,97,97,15,-1,15,-1,0,0
-1,-1,-1,-1,-1,-1,-1,25,0,0
34,28,95,95,92,-1,-1,-1,1,1
-1,-1,16,14,80,-1,-1,-1,2,0
13,-1,-1,-1,-1,-1,62,-1,0,0
-1,-1,-1,-1,-1,-1,-1,46,0,0
67,-1,39,73,63,-1,-1,93,2,0
-1,-1,24,10,50,1,62,-1,2,0
-1,-1,-1,23,23,-1,-1,77,2,0
-1,-1,94,93,14,-1,-1,-1,0,0
50,-1,65,58,52,-1,-1,81,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,33,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,12,-1,94,-1,0,0
5,51,97,97,94,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,80,-1,0,0
-1,-1,10,23,38,-1,-1,43,2,0
-1,-1,4,2,33,-1,-1,33,2,0
-1,-1,12,27,76,6,21,-1,2,0
-1,-1,36,15,78,28,25,-1,2,0
-1,-1,25,6,10,-1,-1,-1,2,0
-1,-1,-1,-1,51,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,56,2,0
-1,-1,-1,-1,-1,-1,86,-1,0,0
-1,-1,19,37,53,-1,-1,5,2,0
28,-1,21,38,40,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,84,-1,0,0
-1,-1,-1,-1,86,-1,-1,94,1,1
-1,-1,-1,-1,-1,-1,99,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,2,0,24,-1,-1,-1,2,0
14,-1,83,80,60,62,78,-1,0,0
-1,-1,-1,-1,30,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,90,-1,0,0
76,-1,25,44,68,-1,-1,-1,2,0
13,54,98,98,97,-1,6,-1,1,1
-1,-1,-1,-1,4,-1,-1,42,0,0
-1,-1,13,9,38,38,90,-1,2,0
-1,-1,17,14,82,15,9,-1,2,0
85,-1,47,31,13,-1,-1,-1,0,0
65,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,27,-1,-1,-1,1,0
90,-1,36,16,7,-1,92,-1,1,1
-1,-1,47,31,-1,-1,-1,-1,0,0
90,-1,10,25,28,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,56,-1,2,0
-1,-1,-1,-1,-1,-1,46,-1,0,0
-1,-1,-1,-1,55,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,1,18,77,-1,-1,9,2,0
-1,-1,36,43,86,29,36,-1,2,0
-1,-1,-1,-1,22,-1,-1,-1,1,0
68,-1,46,31,66,-1,38,-1,1,0
-1,-1,-1,-1,-1,-1,82,-1,0,0
-1,-1,29,28,65,12,66,-1,2,0
-1,-1,-1,-1,-1,-1,-1,27,0,0
-1,-1,38,18,9,7,96,-1,1,1
0,57,99,99,98,99,6,-1,1,1
-1,-1,-1,-1,64,-1,-1,84,1,0
57,4,34,73,93,17,49,-1,2,0
-1,-1,-1,-1,0,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,77,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,62,54,29,-1,87,-1,0,0
-1,-1,2,0,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
82,-1,70,63,42,54,73,-1,0,0
-1,-1,-1,-1,-1,-1,46,-1,0,0
-1,-1,27,16,86,23,5,-1,2,0
-1,-1,-1,-1,-1,-1,-1,15,0,0
90,-1,60,52,55,34,23,-1,1,0
-1,-1,-1,-1,-1,-1,36,-1,0,0
-1,-1,46,30,-1,-1,-1,-1,1,0
-1,-1,54,42,-1,-1,-1,77,1,0
43,14,92,91,22,81,35,-1,1,1
-1,-1,-1,-1,53,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,0,2,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,88,-1,0,0
-1,-1,34,39,74,-1,-1,-1,2,0
-1,-1,-1,-1,12,-1,-1,40,1,0
85,-1,60,51,70,53,46,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
8,-1,69,63,35,-1,-1,-1,0,0
80,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,14,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,42,24,3,15,99,-1,0,0
-1,-1,-1,-1,-1,-1,-1,50,2,0
86,-1,36,16,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
0,-1,38,32,38,-1,-1,62,1,0
-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,45,0,0
40,-1,-1,-1,-1,-1,-1,59,0,0
-1,-1,50,37,20,-1,-1,44,1,0
-1,-1,-1,-1,-1,-1,77,-1,0,0
-1,-1,-1,-1,17,-1,-1,-1,0,0
-1,-1,-1,-1,55,-1,-1,-1,2,0
36,45,92,92,91,-1,-1,-1,1,1
-1,-1,-1,-1,55,-1,-1,-1,2,0
-1,-1,31,10,8,-1,-1,52,2,0
-1,-1,-1,-1,72,-1,-1,-1,2,1
15,18,71,66,47,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,18,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,61,-1,0,0
-1,-1,65,-1,-1,-1,-1,-1,0,0
14,1,84,81,48,-1,-1,-1,1,0
-1,-1,-1,-1,67,-1,-1,-1,1,0
-1,-1,15,16,-1,-1,-1,-1,2,0
15,13,77,72,65,-1,75,-1,1,0
44,-1,97,97,76,92,7,-1,1,1
-1,-1,-1,-1,-1,-1,90,-1,0,0
-1,-1,66,59,-1,33,27,-1,1,0
23,-1,23,39,59,-1,-1,48,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,8,0,0
90,-1,-1,-1,-1,-1,75,-1,0,0
74,14,21,57,65,-1,-1,-1,2,0
40,27,40,62,82,-1,-1,-1,2,1
-1,-1,-1,-1,-1,-1,50,-1,0,0
-1,-1,-1,-1,51,-1,-1,72,2,0
-1,-1,49,36,10,-1,-1,58,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,18,-1,-1,-1,0,0
30,19,58,48,82,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,97,-1,0,0
-1,-1,70,63,-1,-1,-1,-1,1,0
-1,-1,24,6,82,-1,22,-1,2,0
90,-1,-1,-1,-1,-1,-1,30,0,0
-1,-1,65,58,76,-1,-1,-1,0,0
-1,-1,37,54,31,26,53,-1,2,0
-1,-1,21,41,-1,-1,-1,-1,2,0
63,25,84,82,41,-1,-1,-1,1,1
22,48,98,97,96,95,3,-1,1,1
77,34,62,53,81,-1,-1,89,1,1
-1,-1,13,8,46,4,48,-1,2,0
-1,-1,-1,-1,-1,-1,-1,5,0,0
-1,-1,-1,-1,-1,-1,78,-1,0,0
36,36,88,87,72,81,29,-1,1,1
-1,-1,76,71,36,76,85,-1,0,1
-1,-1,-1,-1,-1,-1,55,-1,0,0
-1,-1,-1,-1,-1,-1,-1,25,2,0
37,20,56,46,61,-1,-1,-1,1,1
-1,-1,16,29,31,-1,-1,19,2,0
-1,-1,-1,-1,-1,-1,0,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,12,8,26,-1,-1,-1,2,0
90,-1,71,65,19,-1,-1,2,1,0
55,25,60,51,-1,36,36,-1,1,0
-1,-1,-1,-1,19,-1,-1,29,0,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,1,-1,-1,-1,0,0
40,32,88,87,-1,-1,-1,-1,1,1
32,5,72,67,30,-1,-1,-1,1,0
-1,-1,7,1,-1,-1,-1,38,2,0
-1,-1,-1,-1,78,-1,-1,66,1,0
73,-1,85,83,4,-1,-1,28,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
72,34,97,97,95,95,25,-1,1,1
-1,-1,-1,-1,13,-1,-1,-1,1,0
-1,-1,13,10,82,-1,-1,-1,2,0
-1,-1,19,33,37,-1,-1,-1,2,0
-1,-1,24,5,2,-1,-1,1,1,0
-1,-1,11,23,42,-1,-1,-1,2,0
-1,-1,8,3,43,-1,5,-1,2,0
-1,-1,-1,-1,66,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,42,-1,0,0
-1,-1,38,18,-1,-1,-1,-1,1,0
-1,-1,44,44,88,37,38,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,95,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
86,16,77,73,66,-1,-1,-1,1,1
-1,-1,-1,-1,3,-1,-1,78,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,25,15,88,19,39,-1,2,0
-1,-1,-1,-1,-1,-1,-1,14,2,0
-1,-1,-1,-1,-1,-1,2,-1,2,0
76,16,81,77,65,-1,-1,81,1,1
-1,-1,45,29,84,40,57,-1,1,0
41,-1,25,20,63,-1,21,-1,2,0
-1,-1,-1,-1,-1,-1,-1,50,2,0
24,-1,56,45,72,-1,-1,23,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,30,9,9,-1,-1,33,1,0
11,25,43,72,82,47,21,-1,2,1
10,35,37,54,88,-1,-1,-1,2,0
-1,-1,4,16,94,15,9,-1,2,0
-1,-1,-1,-1,10,-1,-1,53,0,0
-1,-1,-1,-1,17,-1,-1,-1,0,0
-1,-1,15,41,55,-1,7,-1,2,0
-1,-1,3,1,-1,-1,-1,-1,2,0
72,-1,-1,-1,-1,-1,-1,27,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
56,16,31,36,56,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,3,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,74,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,20,-1,0,0
34,-1,-1,-1,-1,-1,56,-1,0,0
-1,-1,52,39,-1,-1,-1,51,1,0
-1,-1,-1,-1,0,-1,-1,-1,2,1
53,-1,90,89,80,-1,-1,-1,1,1
-1,-1,9,33,44,31,6,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
36,43,76,71,56,-1,-1,93,1,1
42,-1,31,52,84,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,72,-1,0,0
-1,-1,-1,-1,3,-1,-1,4,1,0
-1,-1,68,62,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,18,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,26,45,23,-1,-1,-1,1,0
-1,-1,-1,-1,41,-1,79,-1,0,0
-1,-1,-1,-1,56,-1,-1,-1,2,0
-1,-1,-1,-1,19,-1,-1,-1,2,0
-1,-1,-1,-1,69,-1,-1,-1,1,0
-1,-1,57,47,-1,-1,-1,-1,0,0
-1,-1,-1,-1,79,-1,-1,2,2,0
29,51,99,99,93,97,6,-1,1,1
-1,-1,63,55,95,59,33,-1,1,1
9,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,10,-1,53,-1,1,0
-1,-1,27,16,86,18,31,-1,2,0
-1,-1,-1,-1,11,-1,75,-1,0,0
-1,-1,-1,-1,-1,-1,89,-1,0,0
-1,-1,-1,-1,-1,-1,79,-1,2,0
-1,-1,-1,-1,-1,-1,94,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
70,36,85,83,55,-1,-1,93,1,1
90,16,37,17,2,-1,-1,-1,1,0
90,-1,-1,-1,-1,-1,-1,54,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,9,27,66,-1,-1,28,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,7,-1,-1,25,1,0
-1,-1,65,58,6,48,95,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
3,-1,48,34,18,-1,-1,-1,1,0
-1,-1,-1,-1,32,-1,-1,-1,1,0
-1,-1,-1,-1,80,-1,-1,-1,1,0
-1,-1,13,8,45,25,35,-1,2,0
70,-1,-1,-1,-1,-1,-1,-1,0,0
2,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,74,-1,0,0
58,-1,45,53,79,-1,-1,-1,2,1
39,44,97,96,95,-1,3,-1,1,1
-1,-1,-1,-1,-1,-1,33,-1,0,0
30,0,80,77,46,77,81,-1,1,0
68,18,28,43,71,-1,-1,-1,2,0
-1,-1,15,2,-1,-1,-1,-1,2,0
9,-1,-1,-1,-1,-1,-1,-1,2,0
75,41,95,95,92,89,5,-1,1,1
-1,-1,2,0,93,21,14,-1,2,0
-1,-1,-1,-1,3,-1,-1,-1,1,0
-1,-1,-1,-1,43,-1,-1,76,2,0
-1,-1,-1,-1,28,-1,-1,73,1,0
-1,-1,27,27,69,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,71,0,0
-1,-1,6,22,63,22,11,-1,2,0
47,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,28,-1,0,0
-1,-1,11,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,3,-1,-1,-1,0,0
-1,-1,-1,-1,0,-1,-1,-1,2,0
67,34,40,85,92,-1,-1,76,2,1
-1,-1,-1,-1,7,-1,-1,49,0,0
-1,-1,-1,-1,96,-1,-1,72,2,0
-1,-1,27,25,59,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,63,54,17,47,90,-1,0,0
44,41,39,75,93,37,9,-1,2,1
4,34,36,48,96,19,26,-1,2,0
-1,-1,85,83,59,76,36,-1,0,0
-1,-1,-1,-1,-1,-1,-1,41,0,0
-1,-1,-1,-1,-1,-1,64,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,6,13,41,-1,-1,51,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
10,0,46,30,31,-1,-1,-1,1,0
-1,-1,65,58,1,64,68,-1,0,0
-1,-1,-1,-1,-1,-1,62,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,64,-1,-1,95,1,0
-1,-1,31,31,73,10,69,-1,2,0
-1,-1,-1,-1,-1,-1,-1,3,0,0
13,11,50,37,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,35,54,69,35,41,-1,2,0
-1,-1,15,2,33,5,60,-1,2,0
-1,-1,56,46,27,53,87,-1,0,0
8,-1,-1,-1,73,-1,63,-1,0,1
-1,-1,48,33,20,-1,-1,61,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,56,-1,0,0
-1,-1,-1,-1,-1,-1,-1,9,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,27,-1,0,0
-1,-1,9,2,-1,-1,-1,-1,2,0
52,39,91,90,92,-1,-1,91,1,1
-1,-1,-1,-1,47,-1,-1,83,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
90,-1,57,48,12,-1,-1,49,1,0
9,-1,53,42,38,-1,-1,81,1,0
-1,-1,-1,-1,-1,-1,31,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,26,28,39,35,66,-1,2,0
-1,-1,-1,-1,37,-1,-1,-1,2,0
33,53,99,99,95,97,12,-1,1,1
-1,-1,18,15,60,-1,-1,68,2,0
-1,-1,73,68,64,53,68,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
73,18,67,60,41,-1,-1,-1,1,0
9,-1,92,91,41,-1,-1,-1,0,0
90,-1,56,46,70,34,31,-1,1,0
-1,-1,74,69,24,-1,75,-1,0,0
-1,-1,-1,-1,-1,-1,-1,13,0,0
70,-1,54,42,16,-1,-1,-1,1,0
-1,-1,68,61,13,-1,-1,39,1,0
-1,-1,-1,-1,-1,-1,-1,7,0,0
-1,-1,0,5,80,-1,-1,15,2,0
35,44,55,92,93,51,13,-1,2,1
-1,-1,16,27,72,-1,-1,37,2,0
5,34,48,34,42,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,62,-1,2,0
-1,-1,-1,-1,-1,-1,57,-1,0,0
-1,-1,-1,-1,15,-1,-1,60,1,0
56,24,86,84,76,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,2,0,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,32,-1,0,0
21,-1,56,45,7,-1,-1,-1,1,1
-1,-1,7,11,36,-1,-1,31,2,0
-1,-1,-1,-1,9,-1,-1,32,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,23,-1,-1,65,1,0
-1,-1,-1,-1,12,-1,-1,53,0,0
-1,-1,18,33,-1,-1,-1,-1,2,0
-1,-1,-1,-1,46,-1,-1,-1,1,0
35,38,97,97,97,-1,10,-1,1,1
-1,-1,-1,-1,-1,-1,-1,32,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,80,76,-1,-1,-1,-1,1,1
90,-1,33,12,13,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,96,-1,0,0
-1,-1,-1,-1,-1,-1,-1,11,0,0
78,-1,70,64,-1,37,80,-1,0,0
-1,-1,5,13,-1,-1,-1,-1,2,0
21,-1,98,98,94,-1,-1,-1,1,1
-1,-1,11,28,-1,-1,-1,-1,2,0
-1,-1,11,7,39,-1,-1,21,2,0
75,-1,63,55,0,-1,-1,23,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
69,21,25,47,56,-1,-1,-1,2,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,13,-1,-1,85,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,86,1,0
-1,-1,-1,-1,-1,-1,-1,0,0,0
-1,-1,14,70,59,-1,-1,68,2,0
63,-1,87,85,61,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,29,29,62,5,37,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,3,1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,51,-1,0,0
-1,-1,47,32,-1,-1,-1,38,2,0
-1,-1,13,9,52,18,26,-1,2,0
-1,-1,-1,-1,-1,-1,92,-1,0,0
-1,-1,18,14,74,11,35,-1,2,0
45,-1,92,92,71,86,32,-1,1,1
-1,-1,9,6,45,-1,-1,-1,2,0
41,-1,62,53,43,-1,-1,72,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
45,49,86,85,81,-1,-1,-1,1,1
71,32,80,77,60,-1,-1,90,1,1
-1,-1,-1,-1,79,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,6,7,43,-1,-1,-1,2,0
15,6,74,69,4,-1,-1,-1,1,1
-1,-1,27,7,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,9,0,0
-1,-1,-1,-1,-1,-1,66,-1,0,0
-1,-1,34,65,64,-1,44,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,67,-1,0,-1,1,0
61,-1,83,81,61,-1,-1,-1,0,0
-1,-1,-1,-1,0,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
81,-1,71,65,72,64,57,-1,1,0
-1,-1,-1,-1,6,-1,-1,46,1,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,89,-1,-1,-1,1,0
48,17,33,62,71,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,23,2,0
17,16,69,62,28,-1,-1,-1,1,1
-1,-1,21,48,68,0,5,-1,2,0
-1,-1,-1,-1,-1,-1,-1,22,0,0
-1,-1,8,35,75,13,12,-1,2,0
-1,-1,49,35,-1,-1,-1,-1,0,0
-1,-1,-1,-1,69,-1,-1,-1,2,0
-1,-1,79,75,27,43,83,-1,0,0
-1,-1,63,-1,-1,-1,-1,-1,0,0
-1,-1,26,22,57,-1,-1,82,2,0
80,16,38,75,66,-1,39,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,42,24,-1,-1,-1,51,0,0
-1,-1,23,24,84,6,51,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,2,1
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,84,-1,0,0
-1,-1,60,51,-1,-1,-1,-1,0,1
-1,-1,-1,-1,33,-1,-1,56,2,0
-1,-1,77,73,87,-1,4,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
44,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
34,-1,88,86,61,80,42,-1,1,0
-1,-1,-1,-1,1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,71,-1,0,0
90,-1,-1,-1,-1,-1,91,-1,0,0
-1,-1,-1,-1,-1,-1,-1,20,2,0
-1,-1,-1,-1,12,-1,-1,55,1,0
-1,-1,-1,-1,-1,-1,-1,22,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,45,28,55,36,56,-1,1,0
-1,-1,55,45,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
90,-1,41,22,42,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,76,1,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
7,25,84,81,73,-1,22,-1,1,0
9,-1,83,81,49,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,13,2,0
90,-1,63,55,-1,-1,-1,-1,0,0
59,11,91,91,45,81,51,-1,1,0
71,-1,75,70,64,57,62,-1,0,0
82,-1,83,80,45,68,81,-1,0,0
-1,-1,92,91,-1,-1,-1,-1,1,1
-1,-1,16,11,-1,-1,-1,-1,2,0
55,-1,47,32,10,37,11,-1,1,1
-1,-1,-1,-1,-1,-1,92,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,52,41,-1,50,78,-1,0,0
-1,-1,3,3,62,-1,1,-1,2,0
79,36,90,89,77,-1,-1,-1,1,1
-1,-1,46,30,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
51,20,40,65,81,36,44,-1,2,0
-1,-1,-1,-1,19,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
56,-1,83,80,57,68,84,-1,0,0
-1,-1,-1,-1,25,-1,-1,76,2,0
-1,-1,-1,-1,-1,-1,48,-1,0,0
36,29,57,84,94,48,15,-1,2,0
-1,-1,-1,-1,42,-1,-1,82,2,0
-1,-1,10,7,94,-1,-1,-1,2,0
-1,-1,16,13,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,83,-1,52,-1,0,0
-1,-1,-1,-1,18,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,52,-1,0,0
58,41,94,94,81,89,11,-1,1,1
-1,-1,55,44,4,36,97,-1,0,0
-1,-1,41,22,37,-1,-1,24,1,0
-1,-1,-1,-1,38,-1,-1,88,1,0
-1,-1,-1,-1,-1,-1,11,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,97,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,53,-1,1,0
16,-1,74,69,47,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,42,-1,0,0
25,-1,34,13,-1,-1,-1,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,66,59,53,69,55,-1,0,0
29,1,72,67,34,54,43,-1,1,0
16,-1,90,89,36,-1,53,-1,0,0
48,50,93,93,84,-1,-1,94,1,1
-1,-1,19,28,32,-1,-1,56,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
51,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,22,-1,-1,-1,2,0
-1,-1,-1,-1,13,-1,-1,58,0,0
10,-1,-1,-1,-1,-1,-1,56,2,0
-1,-1,-1,-1,-1,-1,77,-1,0,0
-1,-1,-1,-1,-1,-1,52,-1,0,0
50,-1,-1,-1,-1,-1,51,-1,0,0
